153;0.07082055800448663,0.5344158877186121,0.18402062634818914,0.10179327188900666,0.10894965603970541
154;9.087350900751105e-19,0.9999999999999999,7.486951521486902e-17,3.2357480034932673e-19,6.3431808402435845e-18
155;6.0460995228368853e-05,0.999863935831427,1.0529287530528365e-10,4.110182106598921e-05,3.450124698579238e-05
156;4.2792135128561053e-19,0.9999999999999991,9.174589863068377e-16,2.5964632101666686e-19,2.7594495163900878e-18
157;2.433991959395534e-10,0.9999999976441516,1.6722933333996864e-09,7.337734537229553e-11,3.6677853643884644e-10
158;1.3659774483162758e-15,0.9999999999998886,1.0502322747639175e-13,4.131655242096028e-16,4.515669577212707e-15
159;0.0006324000221076402,0.9955624928645652,0.0022166308392321645,0.00027417699470575423,0.0013142992793891272
160;2.2715462277848928e-06,0.9999257138397126,6.625302412246046e-05,1.0090160426620947e-06,4.752573894476286e-06
161;9.066141309311455e-06,0.9993192348614722,0.0006410312222751668,4.498977159033297e-06,2.6168797784261996e-05
162;6.824207769488678e-08,0.9999951292579065,4.612006086812317e-06,3.661770247549258e-08,1.5387622668825926e-07
163;1.0219527416969875e-17,0.9999999999999611,3.8848014973798456e-14,3.491378694234913e-18,5.4253374523186704e-17
164;0.0032648399645144096,0.8094927364919002,0.17830870923521924,0.0021926441099929432,0.006741070198373271
165;0.00032043121614946533,0.9664787360045952,0.03174237184739397,0.00018739572355112914,0.0012710652083104288
166;0.0005503204951112963,0.935465859841215,0.062415222778048694,0.00036417095749207367,0.0012044259281328493
167;1.275796776410947e-13,0.9999999944167668,5.5825717409022865e-09,4.34594221494739e-14,4.902816432426131e-13
168;0.0002490475682973135,0.9337726900085273,0.06539002042013566,9.886374337047446e-05,0.0004893782596691987
169;5.8373833375863806e-05,0.8482984666528272,0.15148183541817012,2.6722688504721557e-05,0.00013460140712224123
170;2.4136719711446954e-05,0.9955376520463776,0.004364598149737191,5.7874389251170205e-06,6.782564524873902e-05
171;9.086792754920038e-27,1.0,3.392188334735906e-25,3.567724116074605e-27,3.73935131988915e-26
172;0.11784569636909134,0.602086953178926,0.00021245938743232694,0.06805555489786382,0.21179933616668656
173;1.5659232318741933e-16,0.9999999999999449,5.4144958287502156e-14,4.3119952515605925e-17,6.735731653520456e-16
174;1.609397808635461e-09,0.9999999735524783,1.9472187668771056e-08,5.783204928409263e-10,4.787615901249873e-09
175;1.7470446174280256e-06,0.9999183984473808,7.468319353757933e-05,9.025175129987372e-07,4.268796951187986e-06
176;6.46963053092392e-10,0.9999999934231928,4.4038686866090415e-09,3.0716132004203436e-10,1.2188141955070332e-09
177;1.079711910818835e-17,0.9999999999999993,6.401832490414551e-16,3.898913955105919e-18,2.775997323084953e-17
178;4.451210779628326e-09,0.9999961415598025,3.839516221063951e-06,1.5568332382234934e-09,1.2915932412133004e-08
179;2.427115899962991e-07,0.5639998585039564,0.43599943166029376,1.6581210126822008e-07,3.0131205861310986e-07
180;0.019835892392049487,0.8108936015555362,0.11836146634492248,0.01221864804485903,0.03869039166263278
181;6.718905655963361e-12,0.013912942285799956,0.9860870576892703,2.580184190409232e-12,1.5630764989437153e-11
182;0.00011010367790300378,0.6984577354206095,0.30115885972949846,3.4374197149407266e-05,0.0002389269748396708
183;0.001311496884373213,0.8948464870598172,0.10063473613130508,0.0009295403002162288,0.0022777396242882747
184;1.079490721814552e-11,0.9999999998812505,7.578583353337913e-11,4.701147426378369e-12,2.746761483797186e-11
185;0.17561359676469998,0.4977787643764855,0.03155884844724872,0.06068233729783402,0.23436645311373186
186;0.014119556631629124,0.5659578720272359,0.3821393611558529,0.0061029987292573135,0.03168021145602471
187;1.6892501104732864e-06,0.9999917076502909,1.7491350707549385e-06,1.0360733456462e-06,3.817891182341477e-06
188;4.396577936285235e-10,0.9999999576896834,4.021158087564157e-08,1.6674608076716972e-10,1.4923317652347316e-09
189;1.0048210034433904e-05,0.999888465332491,6.913389868559011e-05,4.672744275511833e-06,2.767981451336428e-05
190;1.4434809977002412e-09,0.9999995280862852,4.6667559152561554e-07,5.010558706010719e-10,3.2935863064811355e-09
191;3.9446249569458077e-29,1.0,5.264916875909157e-24,5.485077311558904e-30,2.9731901369763104e-28
192;1.0905850431896931e-05,0.9998016675221737,0.0001702126052199437,4.641973402422611e-06,1.2572048772151124e-05
193;6.925735424477262e-15,0.9999999999991234,8.476191223687112e-13,2.1366547554551156e-15,1.9978445537924854e-14
194;7.082169338545947e-16,0.9999999999999499,4.684396058150393e-14,2.369772216212414e-16,2.2039099831731326e-15
195;2.2802572955675492e-20,0.9999999999999996,5.493705472958824e-16,7.681301649956011e-21,8.531896970001904e-20
196;0.049139033408887665,0.6487898016718989,0.1786299600493169,0.02836886762067365,0.09507233724922273
197;0.00012030776214123898,0.9039076844578161,0.09561822908819327,5.871769931276778e-05,0.00029506099253658817
198;6.534558918410087e-14,0.9999999999974705,2.221643628889794e-12,3.0031349279006707e-14,2.1243878749622322e-13
199;2.2898053419367307e-14,0.9999999999738393,2.6069011399987852e-11,4.380436254340292e-15,6.447325151489831e-14
200;2.086591241668461e-10,0.9999996468153243,3.523418790145602e-07,7.261943712720754e-11,5.615180214952655e-10
201;3.940123254820665e-07,0.9999805846246306,1.797194229509358e-05,1.750692598442276e-07,8.743514890227439e-07
202;0.36362544792750695,1.3722817591314452e-07,0.18959945408809514,0.22705590203662965,0.21971905871959246
203;0.011026098736683792,0.7174411710524793,0.2455386427673226,0.005930198293138229,0.020063889150376175
204;9.042939380996786e-14,0.9999999999993489,1.328037335326941e-14,6.169767800988865e-14,4.857358760801522e-13
205;5.452739069674278e-07,0.7799219248417465,0.22007492424828104,2.0378564727234252e-07,2.40185041823422e-06
206;1.664309472492245e-10,0.08528200333847216,0.9147179962588267,7.207646310863322e-11,1.6419386499187122e-10
207;1.830548803455825e-08,0.9999867733455778,1.3155153559305842e-05,5.746854959108279e-09,4.744851985528254e-08
208;0.00019816093556608347,0.7235290516525068,0.27587566843666206,7.03061710391396e-05,0.0003268128042260776
209;3.5870178808756393e-10,0.9999999698373038,2.797866698205877e-08,2.9683966188289723e-10,1.5284877126435657e-09
210;2.8426746901528794e-19,1.0,7.139544610341617e-18,9.463230984407744e-20,9.952228657673433e-19
211;1.3223084702583796e-07,0.7924623324835987,0.20753716509774425,8.408482604879466e-08,2.8610298399800145e-07
212;0.0582435524182587,0.476966649817858,0.3493305910140047,0.024558818679518892,0.09090038807035972
213;1.2948561295608952e-11,0.999999999690406,2.6456770636679143e-10,4.722979180968625e-12,2.7354757415029265e-11
214;0.007461745124039083,0.9714927681391532,0.007863346437712809,0.003525864923604772,0.009656275375490275
215;7.201442759139339e-14,0.9999999999972229,2.5203676866346705e-12,2.172868856231031e-14,1.6297440443315969e-13
216;1.2327082659308013e-10,0.9999999992215668,4.3803712850752325e-10,5.212629768992193e-11,1.649989971812715e-10
217;0.006975703201755268,0.9574925551720499,0.021266168509956072,0.0039000633766044872,0.0103655097396343
218;1.4674584808158186e-16,0.9999999999999989,1.365095860242621e-16,7.656547515305429e-17,8.34736350650761e-16
219;4.1971671144621596e-12,0.9999999999708787,7.263948973642358e-12,3.454785517150303e-12,1.4205413719616238e-11
220;0.0013797406042273701,0.5286814144845912,0.46753909457823495,0.00026807253599629477,0.0021316777969501402
221;1.5855926043782022e-10,0.9999999975842756,1.8348475617622446e-09,7.244089305924711e-11,3.4987678065349767e-10
222;1.0956099401552188e-14,0.9999999999862763,1.3662523385381684e-11,4.0207355586684445e-15,4.6193026273834504e-14
223;0.0014537988549803234,0.9667451208748838,0.028324878255678962,0.000555417329772569,0.0029207846846841827
224;4.679077048469687e-06,0.7735427813746482,0.22643685531141944,1.831905839079675e-06,1.3852331044821991e-05
225;4.412854447094008e-07,0.9999729699193657,2.498025057736382e-05,3.665718063747669e-07,1.2419728057743567e-06
226;0.005690304767638776,0.7442678799397983,0.2369984815454235,0.0030187372185118163,0.01002459652862754
227;1.3793807425649436e-21,1.0,7.798842836006262e-20,4.111836477798326e-22,5.496381079811676e-21
228;0.3851106415390108,0.3071860319997061,4.265540014204208e-09,0.10723453522180558,0.20046878697393744
229;0.045538701922017366,0.4108044933250102,0.4647822998453788,0.04013177084954985,0.038742734058043925
230;0.0005742849420754852,0.8954746491328334,0.10274906708646815,0.00020396636463060168,0.0009980324739924979
231;0.004041053107753056,0.9588284735774953,0.0278763231692447,0.0016355678073496297,0.007618582338157364
232;4.779634778245664e-06,0.9999534690632408,2.9286170344742256e-05,2.194503716558518e-06,1.0270627919471778e-05
233;0.010307087559334044,0.8604719611701455,0.11211967501153419,0.006034452102954066,0.011066824156032207
234;9.869667292031857e-14,0.9999999999930145,6.512741743078407e-12,4.093940142525818e-14,3.331210998019931e-13
235;1.2261625078622377e-11,0.9999999999227343,1.4834438972540582e-11,6.61714699838921e-12,4.355263689649446e-11
236;0.0010871994006355354,0.9359720968213944,0.06058073931599043,0.0006102363501042816,0.0017497281118754504
237;3.164501094157558e-20,0.9999999999999998,1.0341129735087666e-16,9.783636808869366e-21,9.294664758184481e-20
238;1.9978194294529812e-07,0.9990419523784415,0.0009572551654012081,8.144670003363152e-08,5.112275144547215e-07
239;0.1781119677647639,0.5848398907278602,0.01763923414831816,0.038160824248912366,0.18124808311014545
240;2.7801925469316084e-24,1.0,7.350170954962374e-22,5.851917281125018e-25,9.216453899364182e-24
241;3.477252641103876e-08,0.999999732190638,1.637771157210978e-07,1.089512894229846e-08,5.836459098352828e-08
242;0.3420529046635087,0.31626814391631597,0.00022342356022294146,0.11901021293810621,0.22244531492184633
243;2.6758781897012317e-12,0.9999999999043159,8.763938041952614e-11,7.058501875898526e-13,4.663035132307163e-12
244;2.0244559576527206e-07,0.9999947423332367,4.532201556217516e-06,6.021840609717553e-08,4.628012050754779e-07
245;0.02280522281063709,0.12244216299188117,0.784132072314489,0.014302099030794949,0.056318442852197836
246;1.5240308096746373e-14,0.9999999999976328,2.302655708909651e-12,5.168556604581813e-15,4.414135699438578e-14
247;3.110150990658135e-08,0.9999967100958661,3.1948186897431916e-06,2.0377790931861098e-08,4.360614327537065e-08
248;3.4921614432286574e-11,0.9999999998345025,5.5599870649932587e-11,1.1980534671719437e-11,6.299531689023437e-11
249;2.9747151369643366e-13,0.9999999999965651,2.220316709406858e-12,1.0978029163167361e-13,8.072682146126779e-13
250;1.6627648499025162e-07,0.9999629529805802,3.640671528654181e-05,6.32289046177856e-08,4.1079874351823894e-07
251;2.992061576547485e-20,1.0,3.8436797698702446e-18,1.074470163847119e-20,8.10565440492377e-20
252;0.00046123484975018556,0.996461209950635,0.0022112133908790566,0.0003168847904477084,0.0005494570182879917
253;1.6596232171341107e-06,0.9748070148975453,0.02518634776485806,6.388726753123735e-07,4.338841704179534e-06
254;1.5786707885982662e-09,0.999999924960172,6.93581131099149e-08,5.319740783120181e-10,3.5710699199363743e-09
255;0.006099417096743685,0.9607345596620531,0.017153683443792624,0.0031453562418838014,0.012866983555526719
256;0.00010744522639230089,0.9361796495579056,0.06341735301834156,4.2250665379629565e-05,0.0002533015319809638
257;0.0008088113617094491,0.3843832955210161,0.6143247825169604,0.00021544623435010098,0.0002676643659639409
258;0.181760119142074,0.49549990003006783,0.08508154543298457,0.04607156885862311,0.1915868665362506
259;1.7982261541640093e-11,0.9999999998843738,2.7037605746125137e-11,7.47666734370742e-12,6.312971361208476e-11
260;0.16754585547517092,0.36162343282228804,0.04856084192843367,0.09961810378925624,0.3226517659848512
261;0.3449222779264469,5.213694197365223e-07,0.11205710884069844,0.22215540618853336,0.3208646856749015
262;0.0003631978544548509,0.9805069925424629,0.018283716626265028,0.00012623344369280798,0.0007198595331244252
